Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2019Q3,E0,All Education Categories,1288
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2020Q3,E0,All Education Categories,2980
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2021Q3,E0,All Education Categories,19955
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2015Q4,E0,All Education Categories,-493
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2016Q4,E0,All Education Categories,-2720
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2017Q4,E0,All Education Categories,-1615
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2018Q4,E0,All Education Categories,-3190
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2019Q4,E0,All Education Categories,1572
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2020Q4,E0,All Education Categories,-1000
Job change,Baltimore City WIA,Maryland Job Net Change by Education All,2021Q4,E0,All Education Categories,0
Separations,Baltimore City WIA,Maryland Separations by Education All,2015Q1,E0,All Education Categories,36123
Separations,Baltimore City WIA,Maryland Separations by Education All,2016Q1,E0,All Education Categories,38357
Separations,Baltimore City WIA,Maryland Separations by Education All,2017Q1,E0,All Education Categories,41334
Separations,Baltimore City WIA,Maryland Separations by Education All,2018Q1,E0,All Education Categories,41485
Separations,Baltimore City WIA,Maryland Separations by Education All,2019Q1,E0,All Education Categories,39023
Separations,Baltimore City WIA,Maryland Separations by Education All,2020Q1,E0,All Education Categories,63103
Separations,Baltimore City WIA,Maryland Separations by Education All,2021Q1,E0,All Education Categories,49640
Separations,Baltimore City WIA,Maryland Separations by Education All,2015Q2,E0,All Education Categories,49422
Separations,Baltimore City WIA,Maryland Separations by Education All,2016Q2,E0,All Education Categories,46270
Separations,Baltimore City WIA,Maryland Separations by Education All,2017Q2,E0,All Education Categories,46662
Separations,Baltimore City WIA,Maryland Separations by Education All,2018Q2,E0,All Education Categories,49930
Separations,Baltimore City WIA,Maryland Separations by Education All,2019Q2,E0,All Education Categories,49607
Separations,Baltimore City WIA,Maryland Separations by Education All,2020Q2,E0,All Education Categories,50978
Separations,Baltimore City WIA,Maryland Separations by Education All,2021Q2,E0,All Education Categories,57254
Separations,Baltimore City WIA,Maryland Separations by Education All,2015Q3,E0,All Education Categories,52557
Separations,Baltimore City WIA,Maryland Separations by Education All,2016Q3,E0,All Education Categories,56722
Separations,Baltimore City WIA,Maryland Separations by Education All,2017Q3,E0,All Education Categories,56506
Separations,Baltimore City WIA,Maryland Separations by Education All,2018Q3,E0,All Education Categories,54643
Separations,Baltimore City WIA,Maryland Separations by Education All,2019Q3,E0,All Education Categories,55287
Separations,Baltimore City WIA,Maryland Separations by Education All,2020Q3,E0,All Education Categories,52099
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2017Q1,1,Male,18609
Separations,Baltimore City WIA,Maryland Separations by Education All,2021Q3,E0,All Education Categories,52927
Separations,Baltimore City WIA,Maryland Separations by Education All,2016Q4,E0,All Education Categories,53835
Separations,Baltimore City WIA,Maryland Separations by Education All,2015Q4,E0,All Education Categories,55488
Separations,Baltimore City WIA,Maryland Separations by Education All,2017Q4,E0,All Education Categories,51327
Separations,Baltimore City WIA,Maryland Separations by Education All,2018Q4,E0,All Education Categories,55784
Separations,Baltimore City WIA,Maryland Separations by Education All,2019Q4,E0,All Education Categories,54030
Separations,Baltimore City WIA,Maryland Separations by Education All,2020Q4,E0,All Education Categories,55032
Separations,Baltimore City WIA,Maryland Separations by Education All,2021Q4,E0,All Education Categories,0
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q1,E1,Less than High school,4814
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q1,E1,Less than High school,5340
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q1,E1,Less than High school,5795
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q1,E1,Less than High school,5837
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q1,E1,Less than High school,5484
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q1,E1,Less than High school,8980
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q1,E1,Less than High school,6261
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q2,E1,Less than High school,6385
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q2,E1,Less than High school,6323
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q2,E1,Less than High school,6463
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q2,E1,Less than High school,6801
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q2,E1,Less than High school,6783
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q2,E1,Less than High school,6958
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q2,E1,Less than High school,7644
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q3,E1,Less than High school,6478
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q3,E1,Less than High school,7102
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q3,E1,Less than High school,7405
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q3,E1,Less than High school,6939
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q3,E1,Less than High school,6994
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q3,E1,Less than High school,6495
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q3,E1,Less than High school,6620
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q4,E1,Less than High school,7467
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q4,E1,Less than High school,7637
Separations,Baltimore City WIA,Maryland Separations by Age,2015Q1,A08,65-99,2026
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q4,E1,Less than High school,7937
Separations,Baltimore City WIA,Maryland Separations by Age,2018Q1,A08,65-99,2327
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q4,E1,Less than High school,7616
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q4,E1,Less than High school,7501
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q4,E1,Less than High school,7452
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q4,E1,Less than High school,0
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q1,E2,"High school or equivalent, no college",8142
New Hires,Baltimore City WIA,Maryland New Hires by Gender,2015Q1,1,Male,16180
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q1,E2,"High school or equivalent, no college",8682
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q1,E2,"High school or equivalent, no college",9351
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q1,E2,"High school or equivalent, no college",9364
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q1,E2,"High school or equivalent, no college",8840
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q1,E2,"High school or equivalent, no college",14613
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q1,E2,"High school or equivalent, no college",10638
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q2,E2,"High school or equivalent, no college",10756
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q2,E2,"High school or equivalent, no college",10246
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q2,E2,"High school or equivalent, no college",10346
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q2,E2,"High school or equivalent, no college",11032
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q2,E2,"High school or equivalent, no college",10955
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q2,E2,"High school or equivalent, no college",11339
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q2,E2,"High school or equivalent, no college",12351
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q3,E2,"High school or equivalent, no college",10552
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q3,E2,"High school or equivalent, no college",11413
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q3,E2,"High school or equivalent, no college",11403
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q3,E2,"High school or equivalent, no college",11222
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q3,E2,"High school or equivalent, no college",11270
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q3,E2,"High school or equivalent, no college",10401
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q3,E2,"High school or equivalent, no college",11005
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q4,E2,"High school or equivalent, no college",12278
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q4,E2,"High school or equivalent, no college",12228
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q4,E2,"High school or equivalent, no college",11580
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q4,E2,"High school or equivalent, no college",13114
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q4,E2,"High school or equivalent, no college",12077
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q1,E3,Some college or Associate degree,8441
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q4,E2,"High school or equivalent, no college",0
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q1,E3,Some college or Associate degree,9766
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q1,E3,Some college or Associate degree,9862
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q1,E3,Some college or Associate degree,8858
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q1,E3,Some college or Associate degree,9318
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q1,E3,Some college or Associate degree,15321
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q4,E2,"High school or equivalent, no college",12277
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q1,E3,Some college or Associate degree,12054
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q2,E3,Some college or Associate degree,11644
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q2,E3,Some college or Associate degree,10716
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q2,E3,Some college or Associate degree,10765
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q2,E3,Some college or Associate degree,11736
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q2,E3,Some college or Associate degree,11743
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q2,E3,Some college or Associate degree,12233
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q2,E3,Some college or Associate degree,13417
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q3,E3,Some college or Associate degree,11250
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q3,E3,Some college or Associate degree,12003
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q3,E3,Some college or Associate degree,11867
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q3,E3,Some college or Associate degree,11693
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q3,E3,Some college or Associate degree,11903
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q3,E3,Some college or Associate degree,11110
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q3,E3,Some college or Associate degree,12201
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q4,E3,Some college or Associate degree,12684
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q4,E3,Some college or Associate degree,12790
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q4,E3,Some college or Associate degree,12115
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q4,E3,Some college or Associate degree,13654
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q4,E3,Some college or Associate degree,12900
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q4,E3,Some college or Associate degree,13049
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q4,E3,Some college or Associate degree,0
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q1,E4,Bachelor's degree or advanced degree,7269
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q1,E4,Bachelor's degree or advanced degree,7218
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q1,E4,Bachelor's degree or advanced degree,8102
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q1,E4,Bachelor's degree or advanced degree,8061
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q1,E4,Bachelor's degree or advanced degree,7784
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q1,E4,Bachelor's degree or advanced degree,12141
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q1,E4,Bachelor's degree or advanced degree,12145
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q2,E4,Bachelor's degree or advanced degree,10602
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q2,E4,Bachelor's degree or advanced degree,9192
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q2,E4,Bachelor's degree or advanced degree,9119
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q2,E4,Bachelor's degree or advanced degree,10296
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q2,E4,Bachelor's degree or advanced degree,10163
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q2,E4,Bachelor's degree or advanced degree,10360
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q2,E4,Bachelor's degree or advanced degree,10806
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q3,E4,Bachelor's degree or advanced degree,9691
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q3,E4,Bachelor's degree or advanced degree,10283
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q3,E4,Bachelor's degree or advanced degree,10070
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q3,E4,Bachelor's degree or advanced degree,9960
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q3,E4,Bachelor's degree or advanced degree,9496
Separations,Baltimore City WIA,Maryland Separations by Education,2015Q4,E4,Bachelor's degree or advanced degree,10861
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q3,E4,Bachelor's degree or advanced degree,10329
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q4,E4,Bachelor's degree or advanced degree,10474
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q4,E4,Bachelor's degree or advanced degree,10803
Separations,Baltimore City WIA,Maryland Separations by Education,2019Q4,E4,Bachelor's degree or advanced degree,10650
Separations,Baltimore City WIA,Maryland Separations by Education,2020Q4,E4,Bachelor's degree or advanced degree,11579
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q4,E4,Bachelor's degree or advanced degree,10296
Separations,Baltimore City WIA,Maryland Separations by Education,2021Q4,E4,Bachelor's degree or advanced degree,0
Separations,Baltimore City WIA,Maryland Separations by Education,2016Q1,E5,Educational attainment not available (workers aged 24 or younger),8260
Separations,Baltimore City WIA,Maryland Separations by Education,2017Q1,E5,Educational attainment not available (workers aged 24 or younger),8321
Separations,Baltimore City WIA,Maryland Separations by Education,2018Q3,E4,Bachelor's degree or advanced degree,9911
