2020Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.082010587,0.0008201059,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.147416224,0.0014741622,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.123302484,0.0012330248,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.101232854,0.0010123285,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Dorchester County, Maryland",0.132952259,0.0013295226,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.32441809,0.0032441809,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.332290574,0.0033229057,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.312838407,0.0031283841,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.314010814,0.0031401081,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.35402623,0.0035402623,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.283515405,0.0028351540,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.244557607,0.0024455761,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.237645045,0.0023764504,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.260555716,0.0026055572,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.303534447,0.0030353445,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.257726021,0.0025772602,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.200741304,0.0020074130,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.243474235,0.0024347423,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.258791489,0.0025879149,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.232083897,0.0023208390,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.240037236,0.0024003724,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.208006002,0.0020800600,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.245632538,0.0024563254,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.281179156,0.0028117916,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.323496713,0.0032349671,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.312366294,0.0031236629,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.279402678,0.0027940268,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Frederick County, Maryland",0.332380647,0.0033238065,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.07035573,0.0007035573,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.055381762,0.0005538176,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.048128986,0.0004812899,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.100793594,0.0010079359,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.053294271,0.0005329427,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.062140363,0.0006214036,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.03155582,0.0003155582,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.045995815,0.0004599582,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.045314038,0.0004531404,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.04226429,0.0004226429,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.027334578,0.0002733458,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.030300574,0.0003030057,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.022474545,0.0002247454,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.041863329,0.0004186333,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.061889039,0.0006188904,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.078762218,0.0007876222,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.059430286,0.0005943029,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.053732118,0.0005373212,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.070294789,0.0007029479,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.073708112,0.0007370811,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.032880663,0.0003288066,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.036443828,0.0003644383,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Garrett County, Maryland",0.049857097,0.0004985710,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.515942022,0.0051594202,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.49052418,0.0049052418,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.300806161,0.0030080616,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.364407611,0.0036440761,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.388286833,0.0038828683,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.411679903,0.0041167990,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.27216895,0.0027216895,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.344968614,0.0034496861,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.396497829,0.0039649783,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.4687494,0.0046874940,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.347539634,0.0034753963,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.405270179,0.0040527018,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.352101201,0.0035210120,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.411021777,0.0041102178,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.274632611,0.0027463261,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.303797127,0.0030379713,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.297151432,0.0029715143,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.33774474,0.0033774474,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.38662134,0.0038662134,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.511861887,0.0051186189,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.279485631,0.0027948563,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.323945133,0.0032394513,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Harford County, Maryland",0.407166293,0.0040716629,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.496398764,0.0049639876,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.458877459,0.0045887746,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.356956644,0.0035695664,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.391544348,0.0039154435,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.422547436,0.0042254744,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.423331221,0.0042333122,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.378669843,0.0037866984,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.379465475,0.0037946547,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.313422093,0.0031342209,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.365009778,0.0036500978,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.253821081,0.0025382108,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.268917595,0.0026891760,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.273440295,0.0027344029,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.391992991,0.0039199299,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.348125845,0.0034812585,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.322550036,0.0032255004,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.430869577,0.0043086958,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.426018934,0.0042601893,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.398337138,0.0039833714,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.499577202,0.0049957720,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.468549441,0.0046854944,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.445424558,0.0044542456,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Howard County, Maryland",0.286678308,0.0028667831,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.058629775,0.0005862978,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.098896004,0.0009889600,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.088236474,0.0008823647,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.073656858,0.0007365686,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.102781809,0.0010278181,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.077675453,0.0007767545,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.043389253,0.0004338925,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.030663877,0.0003066388,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.052866377,0.0005286638,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.065317539,0.0006531754,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.031239518,0.0003123952,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.06438872,0.0006438872,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.052440604,0.0005244060,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.041863329,0.0004186333,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.03094452,0.0003094452,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.037505818,0.0003750582,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.055715894,0.0005571589,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.053732118,0.0005373212,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.039052661,0.0003905266,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.032759161,0.0003275916,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.036990745,0.0003699075,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.04859177,0.0004859177,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Kent County, Maryland",0.058166613,0.0005816661,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",1.125691685,0.0112569168,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",1.075988525,0.0107598852,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.846267998,0.0084626800,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.845115523,0.0084511552,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.928843012,0.0092884301,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.99036203,0.0099036203,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.883562968,0.0088356297,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.893085411,0.0089308541,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.777890979,0.0077789098,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.876023468,0.0087602347,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.80441758,0.0080441758,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.757514353,0.0075751435,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.719185433,0.0071918543,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.837266583,0.0083726658,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.669175236,0.0066917524,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.738864616,0.0073886462,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.702020258,0.0070202026,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.882741935,0.0088274193,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.81229534,0.0081229534,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",1.609293774,0.0160929377,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",1.376877743,0.0137687774,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",1.239090135,0.0123909014,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Montgomery County, Maryland",0.855880167,0.0085588017,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.434475168,0.0143447517,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.471572541,0.0147157254,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.159106405,0.0115910641,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.318070082,0.0131807008,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.210541302,0.0121054130,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.316598934,0.0131659893,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.234621468,0.0123462147,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.203557163,0.0120355716,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.106417752,0.0110641775,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.360141701,0.0136014170,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.956710229,0.0095671023,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.946892941,0.0094689294,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.071286634,0.0107128663,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.210230789,0.0121023079,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.881918808,0.0088191881,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.813876253,0.0081387625,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.824595224,0.0082459522,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.009396212,0.0100939621,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",0.941169119,0.0094116912,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.801753844,0.0180175384,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.763225527,0.0176322553,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",1.765500977,0.0176550098,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Prince Georges County, Maryland",2.235259853,0.0223525985,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.054721124,0.0005472112,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.059337602,0.0005933760,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.040107488,0.0004010749,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.065903504,0.0006590350,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.076134673,0.0007613467,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.077675453,0.0007767545,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.078889551,0.0007888955,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.072826707,0.0007282671,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.056642547,0.0005664255,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.065317539,0.0006531754,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.042954337,0.0004295434,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.030300574,0.0003030057,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.056186362,0.0005618636,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.049474844,0.0004947484,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.02320839,0.0002320839,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.045006982,0.0004500698,,,,,
2019Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.033429536,0.0003342954,,,,,
2019Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.02302805,0.0002302805,,,,,
2020Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.023431596,0.0002343160,,,,,
2020Q2,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.085992797,0.0008599280,,,,,
2020Q3,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.057541159,0.0005754116,,,,,
2020Q4,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.056690398,0.0005669040,,,,,
2021Q1,Percent of Workers in TANF (%),,,"Queen Annes County, Maryland",0.049857097,0.0004985710,,,,,
2015Q3,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.578480449,0.0057848045,,,,,
2015Q4,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.648757787,0.0064875779,,,,,
2016Q1,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.529418842,0.0052941884,,,,,
2016Q2,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.581501507,0.0058150151,,,,,
2016Q3,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.567203315,0.0056720331,,,,,
2016Q4,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.567030809,0.0056703081,,,,,
2017Q1,Percent of Workers in TANF (%),,,"St Marys County, Maryland",0.441781484,0.0044178148,,,,,
